,molecule_chembl_id,Smiles,pIC50,bioactivity_class,mol,mr,logp,mw,balabanJ,bertzCT,tpsa,labuteASA,numHBA,numHBD
10,CHEMBL31479,COc1ccc(CO[C@H]2CNCC[C@@H]2c2ccc(Cl)cc2)cc1,4.602,0,<rdkit.Chem.rdchem.Mol object at 0x000002E58BA3DB20>,93.25070000000005,4.010900000000003,331.84299999999996,1.647356887099543,612.2716686859579,30.490000000000002,142.11747984231147,3,1
11,CHEMBL505635,Cc1cc(Cl)c(OCCOc2ncc(C3=C(C(=O)N(Cc4cccc(C)c4C)C4CC4)[C@H]4CNC[C@@H](C3)N4)s2)c(Cl)c1,7.638,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58BA3DA80>,168.90939999999958,6.111460000000005,627.6380000000003,1.2079501381203597,1496.1147768698074,75.72,260.7572252851938,7,2
12,CHEMBL3318931,Cc1ccc(S(=O)(=O)N[C@@H]2CNC[C@H](C(=O)N(Cc3cccc(Cl)c3Cl)C3CC3)C2)cc1,5.585,0,<rdkit.Chem.rdchem.Mol object at 0x000002E58BF7CD50>,126.29920000000003,3.7494200000000033,496.46000000000026,1.4472902253367521,1088.1655007740146,78.51,198.8795867605069,4,2
13,CHEMBL508205,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(OCCOc4c(Cl)cc(C)cc4Cl)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,9.796,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58BF7CC10>,183.16769999999954,7.603820000000007,703.4939999999999,1.2332023938832517,1651.731515592788,71.11,288.8752400742381,5,1
14,CHEMBL510710,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(CCCOc4ccc(Cl)cc4)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,7.42,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58BF7CDA0>,176.24669999999952,7.195800000000007,653.0499999999998,1.2396399380377,1553.6333955519074,61.88000000000001,273.45842861784956,4,1
15,CHEMBL501586,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(C)Cc3ccccc3Cl)[C@H]3CN(C(=O)Cc4cccs4)C[C@@H](C2)N3)cc1,8.796,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58BF7CF80>,193.98169999999942,6.623400000000007,700.301,1.1416055310262632,1760.491079745969,80.34,296.78227525310473,7,1
16,CHEMBL562634,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C,9.0,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58BFDBE40>,137.31189999999998,3.9460000000000024,480.6900000000003,2.7273409516992446,697.598059138464,103.04,206.281331943207,6,3
17,CHEMBL3321931,COc1cc(CNC(=O)[C@@H](CC(C)C)NC(=N)NC(=O)Cc2ccc(OC)c(OC)c2)ccc1F,5.06,0,<rdkit.Chem.rdchem.Mol object at 0x000002E58BFDBC60>,130.2968,2.765670000000002,488.56000000000034,1.9578520145091873,1044.51239441966,121.77000000000001,204.39689765434025,6,4
18,CHEMBL2017105,CC(=O)NCCc1ccccc1-c1cc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)no1,6.48,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58BFDBBC0>,114.80920000000005,3.2631000000000014,441.4780000000001,1.6373100524403634,1117.3738238263168,87.39,184.17612398376627,5,3
19,CHEMBL2016936,O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1cc(-c2c(Cl)cccc2Cl)no1,5.916,0,<rdkit.Chem.rdchem.Mol object at 0x000002E58BFDBA80>,102.44149999999999,4.891300000000003,425.2620000000001,1.7474767258571324,1006.9403300427468,58.29,169.61150369629135,4,2
20,CHEMBL2017110,CO[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1noc(-c2ccccc2CCNC(C)=O)c1Br,9.77,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58BFDB990>,127.29940000000005,4.679700000000003,534.4010000000003,1.727100777871651,1185.9626049647638,76.39,204.7279251811151,5,2
21,CHEMBL2017111,CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(C(N)=O)c2ccc(F)c(F)c2)c1Br,9.658,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C0533A0>,129.48480000000004,3.5611000000000015,547.4000000000002,1.7686154197685617,1265.2589757904461,110.25,209.1157927486647,5,3
22,CHEMBL1824928,O=C(c1c(Oc2cc(F)ccc2F)n(-c2ccccc2)c2cccnc12)N1CCNCC1,6.695,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C0533F0>,116.27520000000003,4.141400000000004,434.44600000000025,1.7622456524743217,1284.1538554324331,59.39000000000001,182.6007493595847,5,1
23,CHEMBL2437490,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(c1ccccc1)CC2,7.237,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053440>,127.01380000000002,4.400800000000004,417.55700000000024,1.7839558026336029,1037.582386576742,90.28999999999999,183.81669566329398,6,2
24,CHEMBL2419043,CC(C)C[C@@H](NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1)c1ncco1.O=C(O)/C=C/C(=O)O,8.721,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053490>,160.60799999999975,3.348700000000001,618.1310000000003,5.568748615485923e-07,1281.5730907019267,165.30999999999997,255.6280386262712,8,4
25,CHEMBL4113164,COCCCCc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)ccc1OC,8.602,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C0534E0>,108.70070000000007,2.7047000000000008,390.5240000000002,1.742657698973003,641.4239653961223,60.03,168.0706682851601,5,1
26,CHEMBL4113488,COCCCOc1nc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)nc2ccccc12,8.319,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053530>,112.41870000000004,2.0854999999999997,414.5060000000002,1.600390063149698,867.3363972374269,85.81,176.46174454999505,7,1
27,CHEMBL4114121,COCCCn1nc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2ccccc21,8.137,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053580>,107.11870000000006,2.1132,386.49600000000015,1.6211024850162865,811.0836401729226,68.62,165.516136815556,6,1
28,CHEMBL3633110,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cc2ccc(OC)cc2)C(C)C)C(C)C)ccc1OC.Cl,7.991,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C0535D0>,189.2948999999994,6.481300000000008,665.3560000000002,1.0579961078974134e-05,1141.1825807733217,112.27000000000001,284.0648330889137,7,3
29,CHEMBL2016937,O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1cc(-c2ccc(F)cc2Cl)no1,5.602,0,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053620>,97.3895,4.377000000000002,408.8070000000001,1.7217284102668493,1026.435442540583,58.29,163.47377287233593,4,2
30,CHEMBL2017106,CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1Cl,9.137,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053670>,119.81920000000004,3.9165000000000028,475.9230000000001,1.695794316605053,1169.6062534161615,87.39,194.47939021064792,5,3
31,CHEMBL2204740,CC[C@@H](NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1)c1ccccc1.O=C(O)/C=C/C(=O)O,8.678,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C0536C0>,161.38299999999973,3.7246000000000024,599.1280000000004,5.313969335556493e-07,1269.196710764616,139.28,250.88417715245464,6,4
32,CHEMBL94539,COc1ccc(C[C@H](NC(=O)[C@H]2CC[C@@H](N)CC2)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CCc2ccccn2)cc1,8.377,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053710>,200.47879999999947,2.895400000000005,731.9390000000001,1.3334042365784038,1543.2253690078783,204.57999999999998,311.84693686365273,9,7
33,CHEMBL1088290,O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)CCNC1)N(Cc1cccc(Cl)c1Cl)C1CC1,7.276,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053760>,156.06669999999968,7.874700000000006,605.94,1.2648805513314576,1424.8230297019209,41.57,247.41420634939774,3,1
34,CHEMBL1076444,O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)C[C@H]2CCC[C@H]1N2)N(Cc1cccc(Cl)c1Cl)C1CC1,6.947,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C0537B0>,167.75969999999958,8.795800000000002,646.005,1.1985662213721309,1541.3339011587252,41.57,265.5032015390583,3,1
35,CHEMBL1076443,O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)C[C@H]2COC[C@H]1N2)N(Cc1cccc(Cl)c1Cl)C1CC1,9.167,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053800>,164.7276999999996,7.642100000000006,647.977,1.1985662213721309,1545.0877443202444,50.800000000000004,264.25180465416855,4,1
36,CHEMBL405700,CCCc1nc(-c2cccnc2)cn2c(C(Cc3cccnc3)C(=O)NC(CC3CCCCC3)C(O)CC(C(=O)NCCN3CCNCC3)C(C)C)nnc12,9.222,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053850>,213.08389999999935,4.359900000000003,753.0089999999997,1.2766240824554407,1791.350318747089,162.55999999999995,325.09891835493545,11,4
37,CHEMBL1093285,COCCCc1ccc(Cl)c(CN(C(=O)C(CN)Cc2ccc(CCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,9.585,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C0538A0>,172.92639999999952,7.854420000000009,632.0720000000001,1.3160584901612211,1305.1025864287042,64.79,264.7769698153602,4,1
38,CHEMBL496224,CCOCCCO[C@@H](c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)N[C@H](CN)CC2CCCCC2)C1,6.721,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C0538F0>,138.11809999999994,5.543600000000005,494.1200000000005,1.5919682089562053,728.8267900774523,76.82000000000001,210.4249905515306,4,2
39,CHEMBL2322211,OC(CC1c2ccccc2Sc2ccccc21)CN1CCCC1,7.0,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053940>,95.14780000000006,4.129900000000004,325.47700000000015,1.5895204667194578,635.3468206243678,23.47,142.07354938144005,3,1
40,CHEMBL4130109,COCCCCc1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)N3CCOCC3)C2)ncn1-c1ccccc1,8.959,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053990>,146.4161999999998,2.776500000000002,525.6940000000004,1.576253068945805,1034.8443757815555,88.93,226.0341213781069,7,1
41,CHEMBL400431,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(C)O2,7.046,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C0539E0>,109.22380000000005,2.4109000000000007,385.46800000000025,2.0969481788857647,897.650163826879,116.58999999999999,164.39961090117723,7,2
42,CHEMBL398997,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C[C@@H](C)O2,6.488,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053A30>,104.46680000000005,2.494200000000001,357.4580000000002,2.009658442052151,780.7650638358776,99.52,153.87314668673687,7,2
43,CHEMBL391463,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)[C@](C)(c1ccccc1)O2,9.097,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053A80>,131.12949999999998,2.6473000000000004,460.53800000000024,1.8285859585862738,1246.8984339958786,136.45999999999998,197.68960204698953,7,3
44,CHEMBL239528,CCCC1Oc2ccc(-c3c(N)nc(N)nc3CC)cc2N(CCCOC)C1=O,6.367,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053AD0>,113.84080000000004,2.801000000000001,399.49500000000023,2.0548689989336917,886.860554248579,116.59,170.7645530155738,7,2
45,CHEMBL239078,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(c1cc(F)ccc1F)O2,8.155,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053B20>,131.0455,2.9255000000000013,496.51800000000026,1.860288052332988,1365.861479439264,136.45999999999998,206.02067285284204,7,3
46,CHEMBL239074,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(c1ccc(Cl)cc1)O2,7.398,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053B70>,136.1394999999999,3.3007000000000017,494.9830000000003,1.8273251578738836,1297.1048058886738,136.45999999999998,207.99286827387124,7,3
47,CHEMBL1790067,CC[C@@H](C)[C@H](NC(=O)[C@@H](CC(O)[C@H](CC(C)C)NC(=O)C(C(=O)Cc1ccccc1)C(O)C(=O)O)C(C)C)C(=O)N(C)c1ccccn1,8.921,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053BC0>,181.6557999999995,3.002900000000003,668.832,2.2917187604614804,1354.282618888538,186.23000000000002,282.881567960649,8,5
48,CHEMBL74765,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1,9.027,1,<rdkit.Chem.rdchem.Mol object at 0x000002E585B9DF80>,178.29869999999954,2.655400000000003,654.8529999999998,1.5747762497490034,1232.4489519903098,160.11999999999998,278.20010913642807,7,5
49,CHEMBL3916240,CC(C)CN(C(=O)c1cnc(C(C)(C)C)nc1NCc1ccco1)[C@H]1CCCNC1.Cl.Cl,9.237,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053C10>,133.02890000000005,4.673000000000005,486.4880000000002,2.5599982145346334e-06,831.4074455019352,83.29,203.5176897565128,6,2
50,CHEMBL4108760,COCCOCCn1nc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2ccccc21,7.796,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053C60>,113.32070000000004,1.7397000000000007,416.5220000000003,1.5486905434136466,844.7751539563117,77.85000000000001,176.9946241594595,7,1
51,CHEMBL3903139,COCCCCn1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2cccnc21,8.194,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053CB0>,111.73570000000005,2.5033000000000003,400.5230000000002,1.5868999350756843,826.5717501076841,68.62,171.9126253615479,6,1
52,CHEMBL3958809,COCCCNc1nc(C(C)(C)C)ncc1C(=O)N(CC(C)C)[C@@H]1CNC[C@H](C(=O)N2CCOCC2)C1,8.824,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053D00>,143.75289999999993,2.1576000000000013,518.7030000000004,1.8406988174894294,897.3728087017743,108.91999999999999,221.42223177217767,8,2
53,CHEMBL3143478,CC(C)CCNC(=O)[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CC[C@H](N)C(=O)O)C(C)C,9.553,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053D50>,235.04579999999922,3.3305000000000096,865.1299999999998,1.5916421147041142,1734.8676581055722,240.14999999999998,366.47524634603593,9,7
54,CHEMBL496416,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCO)c2cccc(Cl)c2)C1,7.678,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053DA0>,138.02099999999993,4.670200000000004,494.12000000000023,1.6787676310166542,758.390786910172,84.83,209.99633908350424,4,4
55,CHEMBL496417,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2ccccc2)C1,8.155,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053DF0>,137.80119999999994,4.670900000000004,473.7020000000003,1.6446896388842496,710.1077023204165,73.83,206.37732644833005,4,3
56,CHEMBL519687,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(F)c2F)C1,9.854,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053E40>,137.71719999999996,4.949100000000004,509.6820000000003,1.7159469517937695,821.2296784576874,73.83,214.70839725418253,4,3
57,CHEMBL495809,CCOCCCC[C@@](O)(c1ccccc1)[C@@H]1CCCN(C(=O)N[C@H](CN)CC2CCCCC2)C1,6.31,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053E90>,137.54589999999996,4.800300000000004,473.70200000000045,1.6195732926474848,710.1077023204166,87.82000000000001,206.16735496173473,4,3
58,CHEMBL300036,CCOC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CCS(=O)(=O)C(C)C,7.638,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053EE0>,170.98339999999962,2.823800000000001,647.8390000000003,1.8126174019010501,1298.427591466788,179.57999999999998,265.9724734195595,8,5
59,CHEMBL291240,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CC1CS(=O)(=O)c2ccccc21)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(=O)NCCCC(=O)O,7.26,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053F30>,202.94119999999944,3.3932,768.9739999999998,1.4764170938808314,1695.662988594626,208.06999999999996,317.91613934243713,8,6
60,CHEMBL53139,CCCCNC(=O)[C@@H](CC(O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)CS(=O)(=O)C(C)(C)C)C(C)C,8.0,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C053F80>,201.3903999999993,4.9039000000000055,730.029,1.8872023231404882,1452.4566740775897,170.35,305.4135229908287,7,5
61,CHEMBL4128438,COCCCCn1c(C(=O)N(CC(C)C)[C@H]2CCCNC2)nc2ccccc21,9.046,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C054030>,112.60920000000006,3.3131000000000013,386.54000000000013,1.903787518749094,764.9825672270726,59.39,167.80491128557023,5,1
62,CHEMBL3321921,COc1ccc(CCC(=O)NC(=N)NCc2ccccc2)cc1OC,4.699,0,<rdkit.Chem.rdchem.Mol object at 0x000002E58C054080>,97.01810000000003,2.47717,341.4110000000001,1.7706889271456032,717.1091862665326,83.44,147.21678005187573,4,3
63,CHEMBL1269021,CN(c1ccccc1)c1c(C(=O)N2CCNCC2)c2ccccc2n1-c1ccccc1,5.5,0,<rdkit.Chem.rdchem.Mol object at 0x000002E58C0540D0>,126.55320000000002,4.443800000000004,410.521,1.792669093602146,1194.3042016701672,40.510000000000005,182.0612611278788,4,1
64,CHEMBL1270071,O=C(c1c(Oc2cccc(C(F)(F)F)c2)n(-c2ccccc2)c2ccccc12)N1CCNCC1,5.046,0,<rdkit.Chem.rdchem.Mol object at 0x000002E58C054120>,123.56620000000002,5.487000000000005,465.4750000000002,1.7204430692877577,1326.3810071494888,46.5,193.91157889596101,4,1
65,CHEMBL496826,CCc1cccc([C@](O)(CCCCOC)[C@@H]2CCCN(C(=O)N[C@H](CNC)CC3CCCCC3)C2)c1,8.046,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C054170>,147.1791999999998,5.233300000000004,501.7560000000003,1.6950022454567872,782.4575522843289,73.83,219.10721067712322,4,3
66,CHEMBL451603,COc1cccc(CN(C(=O)C2=C(c3ccc(CN(C)Cc4c(F)ccc(F)c4Cl)cc3)CC3CNCC2N3)C2CC2)c1C,7.387,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C0541C0>,169.40239999999957,5.845720000000006,621.1719999999999,1.2597741645275766,1573.638283054071,56.84,262.57130705350295,5,2
67,CHEMBL508158,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(C)Cc3ccccc3Cl)[C@H]3CN(C(=O)Cc4ccc(Cl)cc4)C[C@@H](C2)N3)cc1,6.886,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C054210>,201.11469999999943,7.215300000000009,728.717,1.1467921202799933,1847.0300308766468,80.34,309.4451782095749,6,1
68,CHEMBL3400435,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NCc2ccc3ccccc3c2)C(C)C)ccc1OC,7.125,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C054260>,152.08989999999974,4.492100000000004,519.6860000000003,1.4120477561350187,1198.7130691944335,72.06,226.00017824569994,6,2
69,CHEMBL1270974,O=C(c1c(Oc2ccccc2)n(-c2ccc(F)cc2)c2ccccc12)N1CCNCC1,6.151,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C0542B0>,118.52220000000003,4.607300000000004,415.4680000000002,1.7448328001894016,1212.994657581575,46.5,179.21556597571197,4,1
70,CHEMBL1269857,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2cc(O)ccc2n1-c1ccccc1,8.699,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C054300>,124.924,4.621320000000003,445.49400000000014,1.7876044576153798,1327.8722764858064,66.72999999999999,190.37474184230456,5,2
71,CHEMBL1270470,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2ccc(S(C)(=O)=O)cc2n1-c1ccccc1,7.357,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C054350>,139.10099999999986,4.117720000000003,505.6150000000002,1.8351398789926365,1556.2104152394834,71.41,209.8222454711815,5,1
72,CHEMBL411885,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COc2ccc3c(c2)N(CCNC(C)=O)CCC3)cc1,9.538,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C0543A0>,174.5023999999995,3.953400000000002,616.7590000000001,1.1139702156549363,1415.5008949276616,101.6,265.13456199504685,8,2
73,CHEMBL3143481,CC[C@H](C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CC[C@H](N)C(=O)O)C(C)C)C(=O)NCc1cccc[n+]1[O-],9.495,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C0543F0>,271.21549999999945,2.6489000000000136,1015.2669999999996,1.3771246406996587,2276.776674196196,296.18999999999994,428.1515007837608,11,8
74,CHEMBL166798,CCC[C@H](NC(=O)[C@H](Cc1ccccc1)N1Cc2ccccc2C1=O)C(=O)N[C@@H](CC1CCCCC1)C(O)C(=O)OC(C)C,8.051,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C054440>,167.44569999999965,4.306300000000003,605.7760000000004,1.526504721138482,1276.2346627547054,125.04,260.28392906892196,6,3
75,CHEMBL352523,COC(=O)C(O)[C@H](CC1CCCCC1)NC(=O)C(CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,8.097,1,<rdkit.Chem.rdchem.Mol object at 0x000002E58C054490>,155.83489999999975,3.642400000000002,575.7470000000001,2.2322544305050047,987.175670853694,143.05999999999997,243.86612398809189,7,4
